ID,CATEGORY,DESCRIPTION
1,Sports Memorabilia|Motor Sport Memorabilia|Formula 1|Other Formula 1,"This card is from The PMC AYRTON SEENA ""MAGIC SEENA"" F1 Collection.There are 162 Cards in this set.Size:-Approx 90mm x 63mm.Condition-GOOD-crease free-see scan.The front has a picture of Ayrton Senna,make,model & card no.The reverse has detailed starts,year & venue.P&P UK £1.25.Europe £2.00.Non EU £2.80.Same price for one item or multiple orders,dependent on requesting an invoice on completion of purchasing.Powered by eBay Turbo Lister"
